一级分类,二级分类,疾病,挂什么科,哪些症状,好发人群,治疗方法,治疗费用,是否传染,患病比例,治愈率,治疗周期,html
内科,血液内科,小儿巨大血小板综合征,血液科,皮肤瘀点、瘀斑、鼻出血、牙龈出血、便血、斑疹、月经量多,儿童人群,对症治疗,根据不同医院，收费标准不一致，市三甲医院约3000--8000元,否,0.001%--0.0025%,,终身治疗，需不间断的不冲血小板或者免疫冲击治疗,https://tag.120ask.com/jibing/xejdxxbzhz/
内科,血液内科,小儿透析失衡综合征,儿内科,恶心、昏迷、惊厥、颅内压增高、脑水肿、头痛,儿童,减慢人工透析速度,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 6000元）,否,透析患儿发病率约为0.01%,70%,4-8周,https://tag.120ask.com/jibing/xetxshzhz/
内科,血液内科,锌缺乏病,儿科,身材矮小、生殖器官发育不良、缺铁性肝脾大、精神不振、嗜上等症,小儿为多见,药物治疗,根据不同医院，收费标准不一致，市三甲医院约(200-1000元),否,0.0006%,80%,10-30天,https://tag.120ask.com/jibing/xqfb/
内科,血液内科,小儿慢性骨髓炎,儿外科,关节畸形、肌肉萎缩、关节疼痛、发热、畏寒、骨髓损害、食欲不振、苔黄腻、尿赤、口干,儿童人群,手术治疗、药物治疗、中药治疗,根据不同医院，收费标准不一致，市三甲医院约50000--100000,否,0.001%,70%,10-30天,https://tag.120ask.com/jibing/xemxgsy/
内科,血液内科,新生儿ABO溶血病,新生儿科,黄疸、食欲不好、呕吐,母亲是O型血、新生儿其它血型的新生儿多见,蓝光治疗、药物治疗、换血疗法,根据不同医院，收费标准不一致，市三甲医院约（10000 —— 20000元,否,0.02%,30%,7-14天,https://tag.120ask.com/jibing/xseaborxb/
内科,血液内科,小儿慢性粒细胞白血病,血液科,低热、多汗、盗汗 、体重减轻、乏力、胸骨压痛、头晕、言语凌乱、出血倾向,儿童人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约50000--100000,否,儿童发病率约为0.0001%-0.0003%,,1-3年,https://tag.120ask.com/jibing/xemxlxbbxb/
内科,血液内科,小儿血管免疫母细胞淋巴结病,血液科,斑丘疹、乏力、肝脾肿大、高热、淋巴结肿大、贫血、食欲不振、消瘦,儿童,药物治疗、化疗,根据不同医院，收费标准不一致，市三甲医院约（600 —— 2000元）,否,0.005%,40%,3-6月,https://tag.120ask.com/jibing/xexgmymxblbjb/
内科,血液内科,小儿再生障碍性贫血,血液科,贫血、皮肤和软组织感染、细菌感染、出血倾向、面色苍白、瘀斑、皮肤瘀斑、尿血、颅内出血、鼻出血、败血症的征象、发烧,儿童,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.005%,30--50%,3月--1年,https://tag.120ask.com/jibing/xezszaxpx/
内科,血液内科,小儿肾性贫血,肾内科,贫血、出血倾向、牙龈出血、鼻衄、凝血功能障碍、肾衰竭、胃肠道出血、精神萎靡、肾病综合征、急性贫血、头晕、失血过多后贫血,儿童,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,否,0.003%,40%,3-6个月,https://tag.120ask.com/jibing/xesxpx/
内科,血液内科,小儿自身免疫性淋巴细胞增生综,风湿免疫科,脾肿大、肝肿大、溶血性贫血、淋巴结肿大、贫血、血小板减少,儿童,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.00001%,30%,1--3个月,https://tag.120ask.com/jibing/xezsmyxlbxbzszhz/
内科,血液内科,小螺菌感染,皮肤科,丘疹、淋巴液流出、蜂窝组织炎、水肿、舌质红绛、慢性肾衰竭、继发感染、垂体危象、结节、周身炎症反应、发烧,所有人群,药物疗法,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.001%,75%,2-3个月,https://tag.120ask.com/jibing/xljgr/
内科,血液内科,新生儿紫癜,儿科,斑疹、腹泻、头皮结痂、皮肤出血斑、紫癜、发绀、皮肤瘀斑、眶周瘀斑、皮肤紫癜、皮肤出血点、新生儿发绀、便血,新生儿,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.01%--0.03%,85%,2-4周,https://tag.120ask.com/jibing/xsez/
内科,血液内科,新生儿红细胞增多症-高黏滞度,儿科,少尿、血尿、新生儿气促、紫绀、蛋白尿、呕吐、拒食、抽搐、烦躁不安、嗜睡、心力衰竭、血小板减少,新生儿,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元,否,0.001%--0.003%,50--70%,1--3个月,https://tag.120ask.com/jibing/xsehxbzdzgzdzhz/
内科,血液内科,蝎螫伤,急诊科,蛰伤部位疼痛、肿胀、高热、恶心呕吐、昏厥,所有人群,药物治疗、对症支持治疗,根据不同医院，收费标准不一致，市三甲医院约（100 —— 1000元）,否,0.01%,90%,1-7天,https://tag.120ask.com/jibing/xieshang/
内科,血液内科,行军性血红蛋白尿,血液科,菌尿、腰背痛、低分子蛋白尿、无症状性菌尿、褐色尿、异性蛋白反应、贫血、血红蛋白尿、尿崩、高渗尿、特异性氨基酸尿,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500 —— 5000元）,否,0.01%-0.05%(军人中发病率约为0.01%-0.05%，多余过度锻炼所致),85%,2-4周,https://tag.120ask.com/jibing/xjxxhdbn/
内科,血液内科,血红蛋白M病,血液科,贫血、紫绀,儿童,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500 —— 2000元）,否,0.00017%--0.00028%,40-50%,6-12个月,https://tag.120ask.com/jibing/xhdbmb/
内科,血液内科,新生儿失血性贫血,小儿内科、血液科,低血容量休克、低血压、帆状胎盘、烦躁不安、腹水、腹胀、寒战呼吸急促、黄疸,新生儿,药物治疗、输血治疗,根据不同医院，收费标准不一致，市三甲医院约（6000 —— 12000元）,否,0.01%,80%,1-30天,https://tag.120ask.com/jibing/xsesxxpx/
内科,血液内科,血色病性骨关节病,骨科,关节响痛、腹痛、指（趾）和小腿出现痉挛及隐痛、上眼睑增厚松弛、指节增粗、色素异常、呼吸异常、肘关节脱位、消瘦,血色病患者,放血疗法、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.001%--0.003%,75%,2--8周,https://tag.120ask.com/jibing/xsbxggjb/
内科,血液内科,血友病甲,血液科,低热、 关节畸形、 肌肉出血,所有人群,中医药物治疗、西医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（20000 —— 60000元）,否,0.02%--0.03%,70%,3-5月,https://tag.120ask.com/jibing/xybj/
内科,血液内科,血管免疫母细胞性淋巴结病,血液科,发烧、淋巴结肿大、脾肿大、肝肿大、纳差、多汗、消瘦,中、老年人群,化学治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,发病率约0.005%--0.01%,70%,3-5年,https://tag.120ask.com/jibing/xgmymxbxlbjb/
内科,血液内科,血栓形成,血液科,动脉粥样硬化、呼吸困难、静脉曲张、咳嗽、咯血、皮肤苍白、皮肤发红、偏瘫,中老年人,抗凝疗法、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（20000 —— 50000元）,否,0.01%-0.05%(60岁以上中老年人群中发病率约为0.01%-0.05%，高血压者发病率更高),65%,6-9个月,https://tag.120ask.com/jibing/xsxc/
内科,血液内科,血友病乙,血液科,出血倾向、 血肿形成、 异常出血、 拔牙后出血不止、 关节腔内出血,所有人群,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（50000-100000元),否,0.005%,70%,3-6月,https://tag.120ask.com/jibing/xyby/
内科,血液内科,血管母细胞瘤,血管外科,共济失调、步态异常、恶心与呕吐、头痛、眼球震颤,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（10000-50000元）,否,0.002%,75%,1-3个月,https://tag.120ask.com/jibing/xgmxbl/
内科,血液内科,血栓性血小板减少性紫癜,血液科,发热、紫癜、贫血、乏力、失语、头痛、眩晕、惊厥、谵妄、嗜睡,青少年、中年人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约10000--50000,否,0.005%,85%,2-4月,https://tag.120ask.com/jibing/xsxxxbjsxz/
内科,血液内科,蕈样真菌病和Sezary综合,血液科,淋巴结肿大、瘙痒、毛发脱落,所有人群,支持疗法,根据不同医院，收费标准不一致，市三甲医院约（50000 —— 100000元）,否,0.0001%,40%,30天,https://tag.120ask.com/jibing/yzjbhsezaryzhz/
内科,血液内科,血小板促凝活性异常,血液科,拔牙后出血不止、月经量多、产后出血、血肿形成,妇女、常牙痛者,药物治疗、输血,根据不同医院，收费标准不一致，市三甲医院约（2000 —— 6000元）,否,5%,80%,2-5月,https://tag.120ask.com/jibing/xxbcnhxyc/
内科,血液内科,Ⅰ型免疫母细胞性淋巴腺病,普外科、肿瘤科,发热、淋巴结肿大、皮损、神经根炎、肌无力,成年人,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 10000元）,否,发病率约为0.005%-0.008%，以50岁以上的中老年多见,,1-3年,https://tag.120ask.com/jibing/yixmymxbxlbxb/
内科,血液内科,血红蛋白C病,血液科,乏力、头晕、耳鸣、黄疸,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 3000元）,否,0.15%,70%,3-6月,https://tag.120ask.com/jibing/xhdbcb/
内科,血液内科,严重肝病引起获得性凝血因子异,血液科,皮肤有出血点、紫癜、内脏出血,有肝病的人多见,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（50000 —— 80000元）,否,0.001%,10%,1-3个月,https://tag.120ask.com/jibing/yzgbyqhdxnxyzyc/
内科,血液内科,血红蛋白D病,血液科,脾大、 贫血,所有人群,不影响正常生长发育、不用特殊治疗,根据不同医院，收费标准不一致，市三甲医院约(500--1000元),否,0.01%--0.05%,40-60%,2-3年,https://tag.120ask.com/jibing/xhdbdb/
内科,血液内科,眼睑皮脂腺癌,眼科、肿瘤科,黄色结节状块物、凹陷性溃疡,老年人,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-8000元）,否,0.005%,40%,2-4月,https://tag.120ask.com/jibing/ypzxa/
内科,血液内科,血红蛋白E病,血液科,贫血、 肝脾肿大,所有人群,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约(5000-10000元),否,0.005%,60%,2-4月,https://tag.120ask.com/jibing/xhdbeb/
内科,血液内科,血小板无力症,血液科,鼻出血 颅内出血 内脏出血 皮肤黏膜出血 牙龈出血,儿童,中医药物治疗、西医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（10000-50000元）,否,0.03%,70%,4-6月,https://tag.120ask.com/jibing/xxbwlz/
内科,血液内科,血小板型假性血管性血友病,血液科,鼻出血、牙龈出血等出血症状,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000--10000元）,否,0.001%,10%,1-3个月,https://tag.120ask.com/jibing/xxbxjxxgxxyb/
内科,血液内科,叶酸缺乏所致贫血,血液科,贫血、面色苍白、头晕、疲劳、眼花、记忆力障碍,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约1000--3000,否,0.026%,90%,1-3个月,https://tag.120ask.com/jibing/ysqfszpx/
内科,血液内科,羊膜腔感染综合征,产科,发热、子宫触痛、宫颈脓性分泌物、羊水异味,孕产妇,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 10000元）,否,0.05%,85%,1-3月,https://tag.120ask.com/jibing/ymqgrzhz/
内科,血液内科,叶酸缺乏症,营养科,食欲减退、腹胀、腹泻、舌炎、乏力、手足麻木、感觉障碍、行走困难,摄入不足、吸收障碍、需要量增加引起相对缺乏者较常见,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000 —— 5000元）,否,人群患病概率0.35%,,治疗周期30天,https://tag.120ask.com/jibing/ysqfz/
内科,血液内科,药物免疫性血小板减少性紫癜,血液科,血小板减少、鼻出血、紫癜、牙龈出血,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,用药后发病率约为0.001%--0.005%，多见于过敏体质人群,60%,1-3个月,https://tag.120ask.com/jibing/ywmyxxxbjsxz/
内科,血液内科,移植后淋巴增殖性疾病,血液科,结外肿块、累及器官包括胃肠道、肺、皮肤、肝、CNS和移植物自身,所有人群,放射治疗、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 10000元）,否,0.001%,80%,3-6月,https://tag.120ask.com/jibing/yzhlbzzxjb/
内科,血液内科,遗传性凝血因子Ⅴ缺乏症,血液病科,皮肤紫癜、鼻出血、牙龈出血、月经量多拔牙后伤口经久不愈、产后出血、血尿、贫血,先天遗传,药物治疗、输血治疗,根据不同医院，收费标准不一致，市三甲医院约（10000--30000元）,否,0.02%,30%,6月,https://tag.120ask.com/jibing/ycxnxyzqfz/
内科,血液内科,药物相关性免疫性溶血性贫血,血液科,寒战、高热、呕吐、腰背痛、休克、贫血、头晕、贫血貌、脉搏加速,所有人群,对症治疗、透析治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.005%,75%,3-6周,https://tag.120ask.com/jibing/ywxgxmyxrxxpx/
内科,血液内科,遗传性凝血因子Ⅶ缺乏,血液科,鼻出血、肺栓塞、肌肉出血、颅内出血、血尿、牙龈出血、皮肤瘀斑、月经量多,所有人群,药物治疗、手术治疗,根据不同医院，收费标准不一致，市三甲医院约（50000 —— 100000元）,否,0.002%,40%,3个月,https://tag.120ask.com/jibing/ycxnxyzqf/
内科,血液内科,遗传性异常纤维蛋白原血症,血液科,咳血、月经量多、异性蛋白反应,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.002%,60%,1-3个月,https://tag.120ask.com/jibing/ycxycxwdbyxz/
内科,血液内科,遗传性蛋白C缺陷症,血液科,静脉血栓、 肢体疼痛 、肢体肿胀、 肢体栓塞,所有人群,西医药物治疗,根据不同医院，收费标准不一致，市三甲医院约(10000--20000元),否,0.0002%--0.0009%,,反复发作，无法彻底治愈，终身治疗,https://tag.120ask.com/jibing/ycxdbcqxz/
内科,血液内科,遗传性凝血因子ⅩⅢ缺乏,血液科,致命性的脐带出血和中枢神经系统出血,儿童期,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（30000 —— 100000元）,否,0.00001%,,终身间歇性对症治疗,https://tag.120ask.com/jibing/ycxnxyzshisanqf/
内科,血液内科,异常γ-球蛋白血症,血液科,球蛋白异常,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.001%,50%,1-3个月,https://tag.120ask.com/jibing/ycqdbxz/
内科,血液内科,遗传性蛋白S缺陷症,血液科,异性蛋白反应,所有群体,病因治疗、对症治疗 暂无,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.003%,50%,1-3个月,https://tag.120ask.com/jibing/ycxdbsqxz/
内科,血液内科,遗传性凝血因子Ⅹ缺乏,血液科,出血严重、可能发生血肿和关节出血,均可发病,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（30000 —— 10000元）,否,0.001%--0.002%,,终身治疗,https://tag.120ask.com/jibing/ycxnxyzsiqf/
内科,血液内科,遗传性粪卟啉病,血液科,毛发异常、疱疹、色素异常、黄疸、皮肤光敏反应、色素沉着,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.002%,75%,3个月,https://tag.120ask.com/jibing/ycxfb/
内科,血液内科,阴道粒细胞肉瘤,妇科、肿瘤科,阴道出血、下腹疼痛、绝经后出血,女性,　化学治疗,根据不同医院，收费标准不一致，市三甲医院约（10000-50000元）,否,0.003%,65%,3个月,https://tag.120ask.com/jibing/ydlxbrl/
内科,血液内科,遗传性凝血因子Ⅺ缺乏,血液科,皮下淤斑、鼻出血、经血过多、血尿、产后出血和拔牙后出血,所有人群均可发病,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（30000 —— 10000元）,否,0.0002%,,终身间歇性对症治疗,https://tag.120ask.com/jibing/ycxnxyzshiyiqf/
内科,血液内科,遗传性高铁血红蛋白血症,血液科,心悸、肌性肌无力、紫绀,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（500-1000元）,否,60%(家族遗传性疾病，有家族史的发病率高达60%),,终身对症治疗,https://tag.120ask.com/jibing/ycxgtxhdbxz/
内科,血液内科,遗传性球形红细胞增多症,血液内科,寒战、高热恶心呕吐急剧贫血、黄疸,多在幼儿和儿童期发病,药物治疗、骨髓移植、支持治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 8000元）,否,0.0001%,10%,30天,https://tag.120ask.com/jibing/ycxqxhxbzdz/
内科,血液内科,遗传性抗凝血酶Ⅲ缺乏症,血液科,肺栓塞、静脉血栓,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（20000 —— 50000元）,否,0.005%,40%,3-6月,https://tag.120ask.com/jibing/ycxknxmqfz/
内科,血液内科,婴儿期短暂性低丙球蛋白血症,血液科,乏力、腹部不适、精囊增大、尿道烧灼感、尿急、尿频、尿痛、头昏,婴儿,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（600 —— 2000元）,否,0.0002%-0.003%，(多为营养不良或者严重疾病所致),80%,4-6周,https://tag.120ask.com/jibing/yeqdzxdbqdbxz/
内科,血液内科,遗传性铁粒幼细胞性贫血,血液科,食指指甲凹陷、红细胞体积增大、失血过多后贫血、蓝巩膜、咳血、贫血貌、易疲乏、眼前发黑、指（趾）骨梗死、头晕、有效血容量减少、急性贫血,10～20岁,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.002%,30%,3个月,https://tag.120ask.com/jibing/ycxtlyxbxpx/
内科,血液内科,遗传性凝血酶原缺乏,血液科,月经量多、拔牙后伤口经久不愈、凝血因子功能的障碍、流鼻血、鼻出血,所有群体,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.001%,80%,3个月,https://tag.120ask.com/jibing/ycxnxmyqf/
内科,血液内科,营养性巨幼红细胞性贫血,血液内科,患儿多呈虚胖体型或者轻度浮肿、毛发稀疏发黄、面色蜡黄、虚弱无力、多伴有肝、脾、淋巴结肿大、表情呆滞、反应迟钝、少哭或者不哭、智力发育和动作发育落后,婴幼儿尤其是2岁以内小儿多见,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（1000-5000元）,否,0.01%,80%,1-2个月,https://tag.120ask.com/jibing/yyxjyhxbxpx/
内科,血液内科,遗传性椭圆形红细胞增多症,血液科,贫血、高原多血面容、红细胞增多、黄疸、全身各脏器血流缓慢、脾肿大,有此家族病史者,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 10000元）,否,0.002%,40%,3个月,https://tag.120ask.com/jibing/ycxtyxhxbzdz/
内科,血液内科,淤滞性紫癜,血液科,水肿、溃疡、硬化,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 10000元）,否,0.004%-0.005%,80%,3-6个月,https://tag.120ask.com/jibing/yzxz/
内科,血液内科,幼淋巴细胞白血病,血液内科,疲乏虚弱、体重下降纳差常有低热及复发性口腔溃疡、少数患者有骨痛及获得性出血倾向、贫血,老年人,西药治疗,根据不同医院，收费标准不一致，市三甲医院约（50000 —— 100000元）,否,0.005%,70%治愈,2-6月,https://tag.120ask.com/jibing/ylbxbbxb/
内科,血液内科,遗传性纤维蛋白原缺乏症,血液科,呕血与黑便、月经量多、异性蛋白反应、凝血障碍,近亲婚配者的子女,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（10000-50000元）,否,0.0003%,75%,1-3个月,https://tag.120ask.com/jibing/ycxxwdbyqfz/
内科,血液内科,原卟啉病,血液科,尿中有较多尿卟啉、疱疹、胡萝卜素血症、贫血、色素异常、光感性皮肤损害,男性发病约为女性的2倍多，多在儿童期和青年期发病,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.001%,60%,1-3个月,https://tag.120ask.com/jibing/yb/
内科,血液内科,幼年型粒-单核细胞白血病,血液科,腋下淋巴肿大、胸骨压痛、骨髓抑制、白细胞增多、咳嗽、皮肤浸润、肝肿大、发烧、脾肿大、腹胀、嗜酸性粒细胞增多、持续性弛张热,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.0001%,75%,30天,https://tag.120ask.com/jibing/ynxldhxbbxb/
内科,血液内科,遗传性血色病,血液科,乏力、肝肿大、色素沉着、糖尿,有此疾病家族病史者,放血疗法,根据不同医院，收费标准不一致，市三甲医院约（3000 —— 8000元）,否,0.0006%,,终身间歇性治疗,https://tag.120ask.com/jibing/ycxxsb/
内科,血液内科,原发免疫性疾病相关的淋巴增殖,血液科,疲劳 、发烧,所有人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（50000 —— 60000元）,否,0.002%,58%,2-3个月,https://tag.120ask.com/jibing/yfmyxjbxgdlbzzxjb/
内科,血液内科,幼年型慢性粒细胞白血病,血液科,消瘦、肝肿大、腋下淋巴肿大、脾肿大、淋巴结肿大、中性粒细胞增高、嗜酸性粒细胞增多、面色苍白、胸骨压痛、持续性弛张热、白细胞增多、皮疹呈瘀点,儿童,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（50000 —— 100000元）,否,0.002%,70%,3个月,https://tag.120ask.com/jibing/ynxmxlxbbxb/
内科,血液内科,原发性皮肤B细胞淋巴瘤,血液科,斑疹、结节、丘疹,所有群体,手术治疗,根据不同医院，收费标准不一致，市三甲医院约（10000-50000元）,否,0.05%,80%,2-4月,https://tag.120ask.com/jibing/yfxpfbxblbl/
内科,血液内科,原发性单克隆免疫球蛋白病,血液科,不引起任何临床症状,老年人群,生活调理、对症治疗,根据不同医院，收费标准不一致，市三甲医院约8000--12000,否,本病罕见，发病率约为0.0005%--0.0009%,30%,1-3年,https://tag.120ask.com/jibing/yfxdklmyqdbb/
内科,血液内科,原发性皮肤免疫细胞瘤,血液科,淋巴结肿大、结节、脾肿大,所有群体,放射治疗,根据不同医院，收费标准不一致，市三甲医院约（10000-50000元）,否,0.0025%,65%,1-3个月,https://tag.120ask.com/jibing/yfxpfmyxbl/
内科,血液内科,原发性纤维蛋白溶解症,血液科,鼻出血、血尿、阴道出血、齿龈出血、呕血、便血、咯血、颅内出血,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.002%,60%,3个月,https://tag.120ask.com/jibing/yfxxwdbrjz/
内科,血液内科,原发性高脂蛋白血症与黄瘤增生,血液科,斑疹、糖尿、皮损皮黄到橙色、种植性结节、感觉障碍、丘疹、胸痛,先天代谢病或原基础疾病继发,药物治疗、生活调节,根据不同医院，收费标准不一致，市三甲医院约5000--10000,否,0.005%,40%,1-3个月,https://tag.120ask.com/jibing/yfxgzdbxzyhlzsb/
内科,血液内科,原发性血小板减少性紫瘢,血液内科,皮肤黏膜出血表现为紫癜、牙龈出血或内脏出血,儿童 女性比较多,药物治疗、输血小板、脾切除,根据不同医院，收费标准不一致，市三甲医院约3000-8000元,否,女性儿童多见，发病率约0.1%--0.2%,60%，约40%左右的患儿可发展成为慢性,1-3年,https://tag.120ask.com/jibing/yfxxxbjsxz/
内科,血液内科,原发性骨髓纤维化,血液科,脾肿大、肝肿大、腹水、门脉高压、乏力、消瘦、贫血、骨痛,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,老年人群发病多见，约0.05%--0.1%,,终身治疗,https://tag.120ask.com/jibing/yfxgsxwh/
内科,血液内科,原发性混合型冷球蛋白血症性血,血液科,冷球蛋白血症、肢端接连出现苍白、发组和潮红反应、色素异常、低补体血症、多克隆型冷球蛋白血症、贫血、关节疼痛、紫绀、血管过敏性炎症、水肿、鳞屑、黏膜损害,本病两性均可发病，但以女性多见好发于青壮年，以25～45岁多见,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 —— 10000元）,否,0.0001%,10%,10-30天,https://tag.120ask.com/jibing/yfxhhxlqdbxzxxgy/
内科,血液内科,中毒性高铁血红蛋白血症,血液科,口唇发绀、口唇和甲床略带青紫、紫绀、头痛、乏力、意识障碍,所有群体,药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.002%-0.003%(多为亚硝酸盐中毒所致),95%,1-2周,https://tag.120ask.com/jibing/zdxgtxhdbxz/
内科,血液内科,原发性巨球蛋白血症,血液内科,贫血、出血（常见皮肤紫癜、鼻衄）淋巴结、肝、脾肿大、综合征视力障碍、一过性瘫痪反射异常耳聋、意识障碍甚至昏迷亦可发生心力衰竭、,多发于50岁以上，男性约占2/3。,化疗、药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000 ——10000元）,否,0.0006%-0.0008%,40%,8-12周,https://tag.120ask.com/jibing/yfxjqdbxz/
内科,血液内科,中毒性紫癜,血液科,色素异常、紫绀、脓疱、瘙痒、鳞屑、结节、溃疡、疱疹、颜面充血呈樱桃红色、紫癜、丘疹,所有群体,病因治疗、对症治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.005%,80%,2-6周,https://tag.120ask.com/jibing/zdxz/
内科,血液内科,中枢神经系统白血病,血液科,呕吐、头痛、颈强直、视盘水肿、血小板减少、凝血障碍、颅内出血、烦躁不安、神志不清、抽搐、偏瘫、颅内压增高,所有群体,病因治疗、对症治疗 暂无,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.005%,30%,3-6月,https://tag.120ask.com/jibing/zssjxtbxb/
内科,血液内科,阵发性冷性血红蛋白尿,血液病科,短暂的寒战发热(高达40℃)、全身无力、腹部不适、腰背及下肢疼痛、恶心、呕吐、尿液呈暗红色或黑色,儿童较为多见,西医药物治疗、中医药物治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,发病率约为0.002%-0.003%,45%，多以对症治疗为主,1-3年,https://tag.120ask.com/jibing/zfxlxxhdbn/
内科,血液内科,珠蛋白生成障碍性贫血,血液科,黄疸、贫血、面色苍白、发育不良,遗传患者,药物治疗、输血治疗,根据不同医院，收费标准不一致，市三甲医院约5000--8000,否,发病率约为0.003%-0.005%,70%,1-3个月,https://tag.120ask.com/jibing/zdbsczaxpx/
内科,血液内科,中性白(粒)细胞减少症,血液病科,高热、乏力、相关肺部感染、口腔感染、皮肤感染等症状,所有人群,药物治疗、生活护理,根据不同医院，收费标准不一致，市三甲医院约（10000--30000元）,否,0.001%,10%,1-3个月,https://tag.120ask.com/jibing/zxblxbjsz/
内科,血液内科,椎间隙感染,脊柱外科,腰背痛、寒战、高热、神经根刺激、剧烈疼痛、压痛、食欲不振,椎间盘手术后患者,药物治疗、局部治疗,根据不同医院，收费标准不一致，市三甲医院约10000--30000,否,0.001%,60%,10-30天,https://tag.120ask.com/jibing/zjxgr/
内科,血液内科,中性粒细胞减少症,血液科,易感染、乏力、易倦感,所有人群,病因治疗、药物治疗,根据不同医院，收费标准不一致，市三甲医院约10000--40000,否,0.01%,80%,3-6个月,https://tag.120ask.com/jibing/zxlxbjsz/
内科,血液内科,自身红细胞过敏性紫癜,血液科,月经量多、腹痛、眩晕、恶心与呕吐、紫癜、头痛、乏力、持续性发热、排尿困难及尿潴留、瘙痒、烧灼性疼痛,女性人群,药物治疗,根据不同医院，收费标准不一致，市三甲医院约8000--15000,否,0.0004%,60%,1-3个月,https://tag.120ask.com/jibing/zshxbgmxz/
内科,血液内科,中性粒细胞增多症,血液科,新生儿中性粒细胞增多、中性粒细胞增高、心肌梗死,所有群体,对症治疗,根据不同医院，收费标准不一致，市三甲医院约（5000-10000元）,否,0.0035%,70%,2个月,https://tag.120ask.com/jibing/zxlxbzdz/
